case_id,scenario,expected_policy_action,expected_stop_condition,high_value,within_recovery_window,attempts,successful_payments,has_contact_method
RC_000575,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000576,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,2,true
RC_000577,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000578,RISK_REJECTION,STOP,RISK_REJECTED,false,true,2,30,true
RC_000579,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,1,true
RC_000580,RISK_REJECTION,STOP,RISK_REJECTED,false,false,2,5,true
RC_000581,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,8,true
RC_000582,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000583,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,2,true
RC_000584,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,1,0,true
RC_000585,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,0,0,true
RC_000586,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000587,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000588,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000589,RISK_REJECTION,STOP,RISK_REJECTED,true,true,2,1,true
RC_000590,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000591,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000592,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,8,true
RC_000593,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000594,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,2,20,true
RC_000595,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000596,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,3,true
RC_000597,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000598,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000599,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000600,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000601,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000602,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,3,true
RC_000603,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000604,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,20,true
RC_000605,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,3,true
RC_000606,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,3,true
RC_000607,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000608,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000609,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,0,true
RC_000610,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000611,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000612,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000613,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,3,true
RC_000614,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000615,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000616,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,0,true
RC_000617,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000618,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000619,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000620,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000621,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,30,true
RC_000622,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000623,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000624,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000625,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000626,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000627,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000628,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,0,true
RC_000629,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000630,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000631,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000632,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000633,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,20,true
RC_000634,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,2,2,true
RC_000635,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000636,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000637,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000638,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,0,true
RC_000639,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,2,20,true
RC_000640,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000641,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,2,1,true
RC_000642,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000643,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000644,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000645,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,12,true
RC_000646,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000647,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000648,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000649,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000650,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,3,true
RC_000651,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,8,true
RC_000652,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000653,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,1,12,true
RC_000654,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000655,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000656,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000657,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000658,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000659,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,3,true
RC_000660,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000661,RISK_REJECTION,STOP,RISK_REJECTED,true,true,3,8,true
RC_000662,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000663,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000664,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000665,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,30,true
RC_000666,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000667,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000668,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000669,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,5,true
RC_000670,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000671,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,12,true
RC_000672,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,20,true
RC_000673,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000674,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000675,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,5,true
RC_000676,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000677,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000678,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000679,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000680,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000681,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000682,INSUFFICIENT_FUNDS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,30,true
RC_000683,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000684,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,30,true
RC_000685,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,2,true
RC_000686,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000687,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000688,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000689,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,2,true
RC_000690,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000691,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000692,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000693,CUSTOMER_ABANDONMENT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000694,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000695,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,20,true
RC_000696,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,20,true
RC_000697,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000698,RISK_REJECTION,STOP,RISK_REJECTED,false,false,2,8,true
RC_000699,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000700,TIMEOUT,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,5,true
RC_000701,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000702,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,20,true
RC_000703,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000704,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000705,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,2,8,true
RC_000706,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000707,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000708,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000709,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,1,8,true
RC_000710,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,2,20,true
RC_000711,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000712,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,3,true
RC_000713,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000714,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,12,true
RC_000715,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,5,true
RC_000716,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,0,1,true
RC_000717,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,3,true
RC_000718,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000719,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,8,true
RC_000720,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,3,true
RC_000721,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,2,true
RC_000722,INVALID_PAYMENT_DETAILS,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,3,true
RC_000723,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,1,1,true
RC_000724,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,8,true
RC_000725,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,2,1,true
RC_000726,RISK_REJECTION,STOP,RISK_REJECTED,false,true,3,5,true
RC_000727,UNKNOWN,STOP,LOW_CONFIDENCE,true,true,2,1,true
RC_000728,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000729,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000730,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,8,true
RC_000731,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,2,true
RC_000732,RISK_REJECTION,STOP,RISK_REJECTED,true,true,2,2,true
RC_000733,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,1,true
RC_000734,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000735,UNKNOWN,CREATE_PAYMENT_LINK,,true,true,1,3,true
RC_000736,RISK_REJECTION,STOP,RISK_REJECTED,false,false,3,12,true
RC_000737,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,1,true
RC_000738,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000739,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,5,true
RC_000740,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,0,true
RC_000741,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000742,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,20,true
RC_000743,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,1,true
RC_000744,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000745,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000746,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,3,true
RC_000747,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,12,true
RC_000748,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,3,5,true
RC_000749,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000750,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000751,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,3,true
RC_000752,GATEWAY_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,2,true
RC_000753,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000754,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,2,2,true
RC_000755,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,20,true
RC_000756,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000757,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000758,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000759,RISK_REJECTION,STOP,RISK_REJECTED,false,true,1,0,true
RC_000760,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000761,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000762,UNKNOWN,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,2,true
RC_000763,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,5,true
RC_000764,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000765,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000766,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000767,RISK_REJECTION,STOP,RISK_REJECTED,false,true,3,3,true
RC_000768,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,false,true,2,20,true
RC_000769,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000770,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,1,0,true
RC_000771,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000772,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,8,true
RC_000773,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000774,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000775,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,5,true
RC_000776,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000777,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000778,RISK_REJECTION,STOP,RISK_REJECTED,true,true,1,2,true
RC_000779,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000780,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,0,1,true
RC_000781,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,1,true
RC_000782,RISK_REJECTION,STOP,RISK_REJECTED,false,true,3,2,true
RC_000783,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,true,true,1,2,true
RC_000784,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000785,RISK_REJECTION,STOP,RISK_REJECTED,false,false,0,0,true
RC_000786,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000787,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,8,true
RC_000788,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,1,2,true
RC_000789,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000790,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000791,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,12,true
RC_000792,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000793,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000794,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,0,true
RC_000795,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000796,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000797,UNKNOWN,CREATE_PAYMENT_LINK,,true,true,2,20,true
RC_000798,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,0,true
RC_000799,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,1,5,true
RC_000800,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,5,true
RC_000801,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,8,true
RC_000802,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,1,true
RC_000803,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,30,true
RC_000804,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,true,true,0,0,true
RC_000805,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000806,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,8,true
RC_000807,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,5,true
RC_000808,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000809,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000810,UNKNOWN,CREATE_PAYMENT_LINK,,false,true,1,12,true
RC_000811,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000812,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000813,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,1,1,true
RC_000814,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000815,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,30,true
RC_000816,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000817,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,3,12,true
RC_000818,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000819,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,0,true
RC_000820,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,8,true
RC_000821,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,8,true
RC_000822,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000823,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000824,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000825,INVALID_PAYMENT_DETAILS,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,2,true
RC_000826,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000827,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000828,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,0,true
RC_000829,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,2,true
RC_000830,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,true,false,3,12,true
RC_000831,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,true,true,0,0,true
RC_000832,RISK_REJECTION,STOP,RISK_REJECTED,false,true,0,1,true
RC_000833,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000834,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,true,false,0,12,true
RC_000835,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000836,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,12,true
RC_000837,INSUFFICIENT_FUNDS,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,0,true
RC_000838,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000839,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000840,INVALID_PAYMENT_DETAILS,STOP,LOW_CONFIDENCE,false,true,1,0,true
RC_000841,TIMEOUT,STOP,RECOVERY_WINDOW_EXPIRED,false,false,1,12,true
RC_000842,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,0,2,true
RC_000843,AUTHENTICATION_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,1,true
RC_000844,TIMEOUT,CREATE_PAYMENT_LINK,,true,true,1,8,true
RC_000845,BANK_DECLINE,CREATE_PAYMENT_LINK,,false,true,0,30,true
RC_000846,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,5,true
RC_000847,RISK_REJECTION,STOP,RISK_REJECTED,false,false,1,8,true
RC_000848,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,1,true
RC_000849,GATEWAY_FAILURE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,3,true
RC_000850,TIMEOUT,CREATE_PAYMENT_LINK,,false,true,0,5,true
RC_000851,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,3,true
RC_000852,BANK_DECLINE,STOP,RECOVERY_WINDOW_EXPIRED,false,false,0,2,true
RC_000853,INSUFFICIENT_FUNDS,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000854,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,2,true
RC_000855,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,0,3,true
RC_000856,GATEWAY_FAILURE,CREATE_PAYMENT_LINK,,false,true,2,20,true
RC_000857,CUSTOMER_ABANDONMENT,CREATE_PAYMENT_LINK,,false,true,2,3,true
RC_000858,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000859,RISK_REJECTION,STOP,RISK_REJECTED,true,true,0,8,true
RC_000860,BANK_DECLINE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,false,true,3,12,true
RC_000861,INVALID_PAYMENT_DETAILS,CREATE_PAYMENT_LINK,,true,true,0,12,true
RC_000862,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,false,true,1,2,true
RC_000863,AUTHENTICATION_FAILURE,CREATE_PAYMENT_LINK,,true,true,0,1,true
RC_000864,AUTHENTICATION_FAILURE,STOP,MAX_RECOVERY_ATTEMPTS_REACHED,true,true,3,5,true
RC_000865,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,5,true
RC_000866,BANK_DECLINE,CREATE_PAYMENT_LINK,,true,true,0,1,true
