case_id,payment_id,failure_category,revenue_at_risk,recoverability_status,recovery_probability,priority,recommended_action,preferred_method,reasoning,confidence,stop_condition,action_status,recovery_attempt_count,max_recovery_attempts,recovery_link_id,recovery_link_url,amount_recovered,created_at,updated_at
RC_000489,PAY_000489,INSUFFICIENT_FUNDS,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: insufficient funds.,0.7649,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:00:00+00:00,2026-09-04T14:00:00+00:00
RC_000490,PAY_000490,TIMEOUT,399900,PENDING_ASSESSMENT,0.8,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: timeout.,0.823,,NONE,0,3,,,0,2026-09-05T15:37:00+00:00,2026-09-05T15:37:00+00:00
RC_000491,PAY_000491,RISK_REJECTION,999900,PENDING_ASSESSMENT,0.05,HIGH,STOP,netbanking,Synthetic scenario: risk rejection.,0.7494,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T08:03:00+00:00,2026-09-05T08:03:00+00:00
RC_000492,PAY_000492,INSUFFICIENT_FUNDS,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.8913,,NONE,0,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000493,PAY_000493,GATEWAY_FAILURE,149900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.7308,,NONE,1,3,,,0,2026-09-05T14:07:00+00:00,2026-09-05T14:07:00+00:00
RC_000494,PAY_000494,INSUFFICIENT_FUNDS,79900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.7697,,NONE,0,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000495,PAY_000495,BANK_DECLINE,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: bank decline.,0.8411,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:09:00+00:00,2026-09-04T14:09:00+00:00
RC_000496,PAY_000496,BANK_DECLINE,1499900,PENDING_ASSESSMENT,0.45,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.7518,,NONE,0,3,,,0,2026-09-05T08:05:00+00:00,2026-09-05T08:05:00+00:00
RC_000497,PAY_000497,AUTHENTICATION_FAILURE,2499900,PENDING_ASSESSMENT,0.1,CRITICAL,STOP,netbanking,Synthetic scenario: authentication failure.,0.9582,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:10:00+00:00,2026-09-04T14:10:00+00:00
RC_000498,PAY_000498,INSUFFICIENT_FUNDS,149900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: insufficient funds.,0.904,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:06:00+00:00,2026-09-04T14:06:00+00:00
RC_000499,PAY_000499,RISK_REJECTION,599900,PENDING_ASSESSMENT,0.05,HIGH,STOP,upi,Synthetic scenario: risk rejection.,0.9034,RISK_REJECTED,NONE,0,3,,,0,2026-09-03T16:07:00+00:00,2026-09-03T16:07:00+00:00
RC_000500,PAY_000500,CUSTOMER_ABANDONMENT,399900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.8933,,NONE,0,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000501,PAY_000501,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.7261,,NONE,2,3,,,0,2026-09-04T17:09:00+00:00,2026-09-04T17:09:00+00:00
RC_000502,PAY_000502,CUSTOMER_ABANDONMENT,999900,PENDING_ASSESSMENT,0.65,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.7377,,NONE,0,3,,,0,2026-09-04T17:10:00+00:00,2026-09-04T17:10:00+00:00
RC_000503,PAY_000503,RISK_REJECTION,499900,PENDING_ASSESSMENT,0.02,MEDIUM,STOP,card,Synthetic scenario: risk rejection.,0.8487,RISK_REJECTED,NONE,2,3,,,0,2026-09-05T15:30:00+00:00,2026-09-05T15:30:00+00:00
RC_000504,PAY_000504,BANK_DECLINE,249900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.7546,,NONE,0,3,,,0,2026-09-05T00:03:00+00:00,2026-09-05T00:03:00+00:00
RC_000505,PAY_000505,INSUFFICIENT_FUNDS,1499900,PENDING_ASSESSMENT,0.35,CRITICAL,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.8459,,NONE,0,3,,,0,2026-09-04T17:04:00+00:00,2026-09-04T17:04:00+00:00
RC_000506,PAY_000506,INSUFFICIENT_FUNDS,79900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.9449,,NONE,1,3,,,0,2026-09-04T17:08:00+00:00,2026-09-04T17:08:00+00:00
RC_000507,PAY_000507,RISK_REJECTION,79900,PENDING_ASSESSMENT,0.05,LOW,STOP,card,Synthetic scenario: risk rejection.,0.7921,RISK_REJECTED,NONE,0,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000508,PAY_000508,CUSTOMER_ABANDONMENT,499900,PENDING_ASSESSMENT,0.6,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.8385,,NONE,1,3,,,0,2026-09-05T08:02:00+00:00,2026-09-05T08:02:00+00:00
RC_000509,PAY_000509,CUSTOMER_ABANDONMENT,149900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: customer abandonment.,0.8415,,NONE,1,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000510,PAY_000510,BANK_DECLINE,2499900,PENDING_ASSESSMENT,0.55,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.9627,,NONE,0,3,,,0,2026-09-04T17:05:00+00:00,2026-09-04T17:05:00+00:00
RC_000511,PAY_000511,INSUFFICIENT_FUNDS,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: insufficient funds.,0.9186,RECOVERY_WINDOW_EXPIRED,NONE,2,3,,,0,2026-09-03T16:10:00+00:00,2026-09-03T16:10:00+00:00
RC_000512,PAY_000512,GATEWAY_FAILURE,99900,PENDING_ASSESSMENT,0.8,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: gateway failure.,0.757,,NONE,1,3,,,0,2026-09-04T17:05:00+00:00,2026-09-04T17:05:00+00:00
RC_000513,PAY_000513,AUTHENTICATION_FAILURE,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: authentication failure.,0.9639,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:08:00+00:00,2026-09-03T16:08:00+00:00
RC_000514,PAY_000514,TIMEOUT,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,card,Synthetic scenario: timeout.,0.8923,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-04T17:05:00+00:00,2026-09-04T17:05:00+00:00
RC_000515,PAY_000515,BANK_DECLINE,599900,PENDING_ASSESSMENT,0.45,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8803,,NONE,0,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000516,PAY_000516,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: bank decline.,0.8713,,NONE,0,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000517,PAY_000517,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.9,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.9386,,NONE,0,3,,,0,2026-09-05T14:07:00+00:00,2026-09-05T14:07:00+00:00
RC_000518,PAY_000518,AUTHENTICATION_FAILURE,99900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: authentication failure.,0.8695,,NONE,0,3,,,0,2026-09-04T17:09:00+00:00,2026-09-04T17:09:00+00:00
RC_000519,PAY_000519,BANK_DECLINE,599900,PENDING_ASSESSMENT,0.4,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.8236,,NONE,0,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000520,PAY_000520,CUSTOMER_ABANDONMENT,199900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.796,,NONE,2,3,,,0,2026-09-05T15:39:00+00:00,2026-09-05T15:39:00+00:00
RC_000521,PAY_000521,GATEWAY_FAILURE,999900,PENDING_ASSESSMENT,0.95,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.8243,,NONE,1,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000522,PAY_000522,INSUFFICIENT_FUNDS,79900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.877,,NONE,0,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000523,PAY_000523,BANK_DECLINE,199900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8093,,NONE,0,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000524,PAY_000524,GATEWAY_FAILURE,499900,PENDING_ASSESSMENT,0.8,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.8697,,NONE,1,3,,,0,2026-09-05T14:01:00+00:00,2026-09-05T14:01:00+00:00
RC_000525,PAY_000525,GATEWAY_FAILURE,999900,PENDING_ASSESSMENT,0.8,HIGH,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.7232,,NONE,0,3,,,0,2026-09-05T08:02:00+00:00,2026-09-05T08:02:00+00:00
RC_000526,PAY_000526,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8734,,NONE,0,3,,,0,2026-09-05T14:08:00+00:00,2026-09-05T14:08:00+00:00
RC_000527,PAY_000527,TIMEOUT,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: timeout.,0.9509,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000528,PAY_000528,UNKNOWN,499900,PENDING_ASSESSMENT,0.25,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: unknown.,0.7756,,NONE,0,3,,,0,2026-09-04T17:01:00+00:00,2026-09-04T17:01:00+00:00
RC_000529,PAY_000529,UNKNOWN,299900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,upi,Synthetic scenario: unknown.,0.7306,,NONE,0,3,,,0,2026-09-05T15:36:00+00:00,2026-09-05T15:36:00+00:00
RC_000530,PAY_000530,CUSTOMER_ABANDONMENT,49900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: customer abandonment.,0.95,,NONE,1,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000531,PAY_000531,BANK_DECLINE,1499900,PENDING_ASSESSMENT,0.45,CRITICAL,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.9152,,NONE,0,3,,,0,2026-09-05T14:08:00+00:00,2026-09-05T14:08:00+00:00
RC_000532,PAY_000532,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9634,,NONE,1,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000533,PAY_000533,INVALID_PAYMENT_DETAILS,99900,PENDING_ASSESSMENT,0.6,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: invalid payment details.,0.9653,,NONE,0,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000534,PAY_000534,BANK_DECLINE,79900,PENDING_ASSESSMENT,0.45,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.9005,,NONE,1,3,,,0,2026-09-04T17:08:00+00:00,2026-09-04T17:08:00+00:00
RC_000535,PAY_000535,GATEWAY_FAILURE,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: gateway failure.,0.7672,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000536,PAY_000536,BANK_DECLINE,999900,PENDING_ASSESSMENT,0.5,HIGH,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.8846,,NONE,0,3,,,0,2026-09-05T00:08:00+00:00,2026-09-05T00:08:00+00:00
RC_000537,PAY_000537,TIMEOUT,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: timeout.,0.931,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:09:00+00:00,2026-09-03T16:09:00+00:00
RC_000538,PAY_000538,INVALID_PAYMENT_DETAILS,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,netbanking,Synthetic scenario: invalid payment details.,0.8708,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-03T16:10:00+00:00,2026-09-03T16:10:00+00:00
RC_000539,PAY_000539,BANK_DECLINE,399900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: bank decline.,0.7449,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T14:00:00+00:00,2026-09-05T14:00:00+00:00
RC_000540,PAY_000540,INSUFFICIENT_FUNDS,249900,PENDING_ASSESSMENT,0.4,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.8853,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000541,PAY_000541,INSUFFICIENT_FUNDS,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: insufficient funds.,0.9677,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:00:00+00:00,2026-09-05T08:00:00+00:00
RC_000542,PAY_000542,BANK_DECLINE,499900,PENDING_ASSESSMENT,0.4,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.8989,,NONE,0,3,,,0,2026-09-05T14:04:00+00:00,2026-09-05T14:04:00+00:00
RC_000543,PAY_000543,INSUFFICIENT_FUNDS,399900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.8178,,NONE,0,3,,,0,2026-09-05T00:00:00+00:00,2026-09-05T00:00:00+00:00
RC_000544,PAY_000544,GATEWAY_FAILURE,49900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.9224,,NONE,2,3,,,0,2026-09-05T15:35:00+00:00,2026-09-05T15:35:00+00:00
RC_000545,PAY_000545,GATEWAY_FAILURE,249900,PENDING_ASSESSMENT,0.85,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.7787,,NONE,1,3,,,0,2026-09-05T08:03:00+00:00,2026-09-05T08:03:00+00:00
RC_000546,PAY_000546,GATEWAY_FAILURE,49900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: gateway failure.,0.8487,,NONE,2,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000547,PAY_000547,AUTHENTICATION_FAILURE,299900,PENDING_ASSESSMENT,0.65,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: authentication failure.,0.7715,,NONE,0,3,,,0,2026-09-05T15:40:00+00:00,2026-09-05T15:40:00+00:00
RC_000548,PAY_000548,GATEWAY_FAILURE,299900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: gateway failure.,0.9301,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000549,PAY_000549,TIMEOUT,599900,PENDING_ASSESSMENT,0.1,HIGH,STOP,upi,Synthetic scenario: timeout.,0.7883,RECOVERY_WINDOW_EXPIRED,NONE,0,3,,,0,2026-09-04T14:05:00+00:00,2026-09-04T14:05:00+00:00
RC_000550,PAY_000550,INVALID_PAYMENT_DETAILS,199900,PENDING_ASSESSMENT,0.65,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: invalid payment details.,0.8206,,NONE,0,3,,,0,2026-09-05T00:06:00+00:00,2026-09-05T00:06:00+00:00
RC_000551,PAY_000551,INSUFFICIENT_FUNDS,499900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: insufficient funds.,0.787,,NONE,1,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000552,PAY_000552,INSUFFICIENT_FUNDS,999900,PENDING_ASSESSMENT,0.35,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: insufficient funds.,0.7576,,NONE,0,3,,,0,2026-09-05T14:03:00+00:00,2026-09-05T14:03:00+00:00
RC_000553,PAY_000553,CUSTOMER_ABANDONMENT,999900,PENDING_ASSESSMENT,0.75,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: customer abandonment.,0.7841,,NONE,0,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000554,PAY_000554,TIMEOUT,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: timeout.,0.8817,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000555,PAY_000555,GATEWAY_FAILURE,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: gateway failure.,0.9156,RECOVERY_WINDOW_EXPIRED,NONE,3,3,,,0,2026-09-04T14:07:00+00:00,2026-09-04T14:07:00+00:00
RC_000556,PAY_000556,CUSTOMER_ABANDONMENT,299900,PENDING_ASSESSMENT,0.7,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: customer abandonment.,0.779,,NONE,0,3,,,0,2026-09-05T00:02:00+00:00,2026-09-05T00:02:00+00:00
RC_000557,PAY_000557,RISK_REJECTION,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,netbanking,Synthetic scenario: risk rejection.,0.9133,RISK_REJECTED,NONE,0,3,,,0,2026-09-04T14:01:00+00:00,2026-09-04T14:01:00+00:00
RC_000558,PAY_000558,BANK_DECLINE,299900,PENDING_ASSESSMENT,0.45,MEDIUM,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8299,,NONE,0,3,,,0,2026-09-05T15:34:00+00:00,2026-09-05T15:34:00+00:00
RC_000559,PAY_000559,BANK_DECLINE,499900,PENDING_ASSESSMENT,0.55,MEDIUM,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: bank decline.,0.9399,,NONE,0,3,,,0,2026-09-05T08:04:00+00:00,2026-09-05T08:04:00+00:00
RC_000560,PAY_000560,RISK_REJECTION,599900,PENDING_ASSESSMENT,0.02,HIGH,STOP,upi,Synthetic scenario: risk rejection.,0.7799,RISK_REJECTED,NONE,3,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000561,PAY_000561,INVALID_PAYMENT_DETAILS,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,card,Synthetic scenario: invalid payment details.,0.9519,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000562,PAY_000562,CUSTOMER_ABANDONMENT,99900,PENDING_ASSESSMENT,0.55,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: customer abandonment.,0.8216,,NONE,2,3,,,0,2026-09-05T00:10:00+00:00,2026-09-05T00:10:00+00:00
RC_000563,PAY_000563,TIMEOUT,249900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: timeout.,0.8946,RECOVERY_WINDOW_EXPIRED,NONE,2,3,,,0,2026-09-04T14:02:00+00:00,2026-09-04T14:02:00+00:00
RC_000564,PAY_000564,GATEWAY_FAILURE,1499900,PENDING_ASSESSMENT,0.85,CRITICAL,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.9178,,NONE,0,3,,,0,2026-09-05T00:07:00+00:00,2026-09-05T00:07:00+00:00
RC_000565,PAY_000565,BANK_DECLINE,149900,PENDING_ASSESSMENT,0.3,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: bank decline.,0.8329,,NONE,2,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000566,PAY_000566,TIMEOUT,149900,PENDING_ASSESSMENT,0.85,LOW,CREATE_PAYMENT_LINK,upi,Synthetic scenario: timeout.,0.9562,,NONE,0,3,,,0,2026-09-05T08:06:00+00:00,2026-09-05T08:06:00+00:00
RC_000567,PAY_000567,INSUFFICIENT_FUNDS,79900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.7324,,NONE,1,3,,,0,2026-09-05T14:02:00+00:00,2026-09-05T14:02:00+00:00
RC_000568,PAY_000568,RISK_REJECTION,79900,PENDING_ASSESSMENT,0.05,LOW,STOP,upi,Synthetic scenario: risk rejection.,0.9268,RISK_REJECTED,NONE,1,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000569,PAY_000569,TIMEOUT,199900,PENDING_ASSESSMENT,0.75,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: timeout.,0.87,,NONE,0,3,,,0,2026-09-05T08:03:00+00:00,2026-09-05T08:03:00+00:00
RC_000570,PAY_000570,BANK_DECLINE,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,netbanking,Synthetic scenario: bank decline.,0.8657,MAX_RECOVERY_ATTEMPTS_REACHED,NONE,3,3,,,0,2026-09-05T00:05:00+00:00,2026-09-05T00:05:00+00:00
RC_000571,PAY_000571,INVALID_PAYMENT_DETAILS,999900,PENDING_ASSESSMENT,0.55,HIGH,CREATE_PAYMENT_LINK,card,Synthetic scenario: invalid payment details.,0.7841,,NONE,0,3,,,0,2026-09-05T08:09:00+00:00,2026-09-05T08:09:00+00:00
RC_000572,PAY_000572,GATEWAY_FAILURE,599900,PENDING_ASSESSMENT,0.8,HIGH,CREATE_PAYMENT_LINK,upi,Synthetic scenario: gateway failure.,0.9644,,NONE,1,3,,,0,2026-09-05T14:04:00+00:00,2026-09-05T14:04:00+00:00
RC_000573,PAY_000573,GATEWAY_FAILURE,499900,PENDING_ASSESSMENT,0.1,MEDIUM,STOP,wallet,Synthetic scenario: gateway failure.,0.7424,RECOVERY_WINDOW_EXPIRED,NONE,2,3,,,0,2026-09-03T16:02:00+00:00,2026-09-03T16:02:00+00:00
RC_000574,PAY_000574,BANK_DECLINE,199900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: bank decline.,0.9274,,NONE,2,3,,,0,2026-09-05T14:09:00+00:00,2026-09-05T14:09:00+00:00
RC_000575,PAY_000575,INSUFFICIENT_FUNDS,99900,PENDING_ASSESSMENT,0.35,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: insufficient funds.,0.7658,,NONE,0,3,,,0,2026-09-05T15:33:00+00:00,2026-09-05T15:33:00+00:00
RC_000576,PAY_000576,RISK_REJECTION,49900,PENDING_ASSESSMENT,0.05,LOW,STOP,wallet,Synthetic scenario: risk rejection.,0.8344,RISK_REJECTED,NONE,1,3,,,0,2026-09-05T08:07:00+00:00,2026-09-05T08:07:00+00:00
RC_000577,PAY_000577,CUSTOMER_ABANDONMENT,99900,PENDING_ASSESSMENT,0.7,LOW,CREATE_PAYMENT_LINK,card,Synthetic scenario: customer abandonment.,0.8664,,NONE,0,3,,,0,2026-09-05T08:10:00+00:00,2026-09-05T08:10:00+00:00
RC_000578,PAY_000578,RISK_REJECTION,149900,PENDING_ASSESSMENT,0.05,LOW,STOP,wallet,Synthetic scenario: risk rejection.,0.7911,RISK_REJECTED,NONE,2,3,,,0,2026-09-05T00:00:00+00:00,2026-09-05T00:00:00+00:00
RC_000579,PAY_000579,GATEWAY_FAILURE,49900,PENDING_ASSESSMENT,0.1,LOW,STOP,upi,Synthetic scenario: gateway failure.,0.8771,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:07:00+00:00,2026-09-04T14:07:00+00:00
RC_000580,PAY_000580,RISK_REJECTION,249900,PENDING_ASSESSMENT,0.02,MEDIUM,STOP,card,Synthetic scenario: risk rejection.,0.8008,RISK_REJECTED,NONE,2,3,,,0,2026-09-04T14:04:00+00:00,2026-09-04T14:04:00+00:00
RC_000581,PAY_000581,GATEWAY_FAILURE,149900,PENDING_ASSESSMENT,0.8,LOW,CREATE_PAYMENT_LINK,wallet,Synthetic scenario: gateway failure.,0.8171,,NONE,2,3,,,0,2026-09-05T15:32:00+00:00,2026-09-05T15:32:00+00:00
RC_000582,PAY_000582,INSUFFICIENT_FUNDS,299900,PENDING_ASSESSMENT,0.35,MEDIUM,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: insufficient funds.,0.928,,NONE,0,3,,,0,2026-09-05T00:01:00+00:00,2026-09-05T00:01:00+00:00
RC_000583,PAY_000583,INSUFFICIENT_FUNDS,79900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: insufficient funds.,0.8777,RECOVERY_WINDOW_EXPIRED,NONE,1,3,,,0,2026-09-04T14:06:00+00:00,2026-09-04T14:06:00+00:00
RC_000584,PAY_000584,INVALID_PAYMENT_DETAILS,99900,PENDING_ASSESSMENT,0.1,LOW,STOP,wallet,Synthetic scenario: invalid payment details.,0.7927,LOW_CONFIDENCE,NONE,1,3,,,0,2026-09-05T08:01:00+00:00,2026-09-05T08:01:00+00:00
RC_000585,PAY_000585,INVALID_PAYMENT_DETAILS,199900,PENDING_ASSESSMENT,0.1,LOW,STOP,card,Synthetic scenario: invalid payment details.,0.7391,LOW_CONFIDENCE,NONE,0,3,,,0,2026-09-05T08:08:00+00:00,2026-09-05T08:08:00+00:00
RC_000586,PAY_000586,TIMEOUT,199900,PENDING_ASSESSMENT,0.7,LOW,CREATE_PAYMENT_LINK,netbanking,Synthetic scenario: timeout.,0.7485,,NONE,1,3,,,0,2026-09-05T00:00:00+00:00,2026-09-05T00:00:00+00:00
